user_id,signup_date,city,device
204,2025-01-11,Hyderabad,iOS
205,2025-01-29,Hyderabad,Android
206,2025-01-04,Pune,iOS
207,2025-01-13,Pune,Android
208,2025-01-07,Bangalore,iOS
209,2025-01-27,Delhi,Android
210,2025-01-19,Hyderabad,Android
211,2025-01-22,Hyderabad,iOS
212,2025-01-28,Pune,iOS
213,2025-01-02,Hyderabad,iOS
214,2025-01-10,Hyderabad,iOS
215,2025-01-13,Delhi,Android
216,2025-01-30,Delhi,Android
217,2025-01-25,Mumbai,Android
218,2025-01-21,Pune,Android
219,2025-01-06,Delhi,iOS
220,2025-01-28,Bangalore,Android
221,2025-01-28,Pune,Android
222,2025-01-12,Hyderabad,Android
223,2025-01-12,Hyderabad,iOS
224,2025-01-20,Pune,Android
225,2025-01-30,Mumbai,iOS
226,2025-01-30,Hyderabad,Android
227,2025-01-11,Delhi,iOS
228,2025-01-26,Pune,Android
229,2025-01-23,Hyderabad,Android
230,2025-01-28,Pune,Android
231,2025-01-25,Pune,Android
232,2025-01-07,Hyderabad,iOS
233,2025-01-30,Mumbai,iOS
234,2025-01-01,Mumbai,iOS
235,2025-01-01,Hyderabad,iOS
236,2025-01-25,Mumbai,Android
237,2025-01-27,Pune,Android
238,2025-01-30,Pune,Android
239,2025-01-25,Delhi,iOS
240,2025-01-20,Delhi,Android
241,2025-01-13,Pune,iOS
242,2025-01-09,Mumbai,iOS
243,2025-01-03,Mumbai,iOS
244,2025-01-07,Bangalore,Android
245,2025-01-06,Delhi,iOS
246,2025-01-08,Pune,iOS
247,2025-01-27,Pune,iOS
248,2025-01-09,Delhi,Android
249,2025-01-30,Pune,Android
250,2025-01-05,Hyderabad,Android
251,2025-01-01,Pune,Android
252,2025-01-19,Bangalore,Android
253,2025-01-10,Pune,iOS
254,2025-01-12,Mumbai,Android
255,2025-01-24,Hyderabad,iOS
256,2025-01-15,Mumbai,Android
257,2025-01-27,Bangalore,Android
258,2025-01-22,Mumbai,iOS
259,2025-01-24,Pune,Android
260,2025-01-09,Hyderabad,iOS
261,2025-01-20,Bangalore,Android
262,2025-01-17,Hyderabad,Android
263,2025-01-30,Hyderabad,iOS
264,2025-01-17,Mumbai,iOS
265,2025-01-26,Delhi,iOS
266,2025-01-20,Delhi,iOS
267,2025-01-12,Hyderabad,iOS
268,2025-01-30,Mumbai,iOS
269,2025-01-07,Mumbai,Android
270,2025-01-02,Bangalore,iOS
271,2025-01-03,Bangalore,iOS
272,2025-01-17,Mumbai,Android
273,2025-01-05,Hyderabad,iOS
274,2025-01-17,Hyderabad,iOS
275,2025-01-24,Bangalore,iOS
276,2025-01-17,Mumbai,Android
277,2025-01-27,Mumbai,iOS
278,2025-01-17,Hyderabad,Android
279,2025-01-02,Pune,iOS
280,2025-01-02,Mumbai,iOS
281,2025-01-28,Hyderabad,iOS
282,2025-01-22,Pune,Android
283,2025-01-23,Bangalore,iOS
284,2025-01-05,Bangalore,Android
285,2025-01-01,Pune,iOS
286,2025-01-01,Delhi,iOS
287,2025-01-19,Bangalore,Android
288,2025-01-30,Delhi,iOS
289,2025-01-02,Mumbai,Android
290,2025-01-21,Pune,Android
291,2025-01-12,Bangalore,iOS
292,2025-01-26,Hyderabad,Android
293,2025-01-06,Mumbai,Android
294,2025-01-23,Pune,Android
295,2025-01-04,Pune,Android
296,2025-01-23,Mumbai,iOS
297,2025-01-11,Mumbai,iOS
298,2025-01-24,Delhi,Android
299,2025-01-27,Bangalore,Android
300,2025-01-17,Pune,iOS
301,2025-01-06,Hyderabad,Android
302,2025-01-24,Mumbai,Android
303,2025-01-05,Delhi,iOS
304,2025-01-20,Hyderabad,iOS
305,2025-01-02,Bangalore,Android
306,2025-01-06,Hyderabad,iOS
307,2025-01-22,Pune,iOS
308,2025-01-11,Pune,Android
309,2025-01-16,Bangalore,Android
310,2025-01-16,Pune,iOS
311,2025-01-01,Mumbai,Android
312,2025-01-09,Pune,iOS
313,2025-01-28,Pune,Android
314,2025-01-27,Bangalore,iOS
315,2025-01-06,Mumbai,iOS
316,2025-01-16,Bangalore,iOS
317,2025-01-29,Mumbai,iOS
318,2025-01-03,Pune,iOS
319,2025-01-20,Mumbai,iOS
320,2025-01-28,Mumbai,iOS
321,2025-01-27,Hyderabad,Android
322,2025-01-04,Bangalore,iOS
323,2025-01-19,Mumbai,Android
324,2025-01-26,Delhi,iOS
325,2025-01-03,Bangalore,iOS
326,2025-01-19,Mumbai,Android
327,2025-01-20,Hyderabad,iOS
328,2025-01-07,Hyderabad,iOS
329,2025-01-20,Delhi,iOS
330,2025-01-09,Pune,Android
331,2025-01-01,Bangalore,Android
332,2025-01-08,Delhi,Android
333,2025-01-07,Pune,iOS
334,2025-01-18,Mumbai,Android
335,2025-01-08,Mumbai,Android
336,2025-01-01,Hyderabad,Android
337,2025-01-11,Pune,Android
338,2025-01-28,Delhi,iOS
339,2025-01-25,Hyderabad,Android
340,2025-01-25,Delhi,iOS
341,2025-01-18,Delhi,iOS
342,2025-01-23,Delhi,iOS
343,2025-01-30,Delhi,Android
344,2025-01-10,Hyderabad,Android
345,2025-01-03,Hyderabad,Android
346,2025-01-07,Pune,iOS
347,2025-01-28,Bangalore,Android
348,2025-01-16,Mumbai,Android
349,2025-01-26,Pune,Android
350,2025-01-16,Hyderabad,Android
351,2025-01-25,Pune,Android
352,2025-01-20,Mumbai,iOS
353,2025-01-28,Pune,iOS
354,2025-01-17,Pune,iOS
355,2025-01-02,Pune,iOS
356,2025-01-01,Pune,Android
357,2025-01-16,Pune,Android
358,2025-01-30,Bangalore,Android
359,2025-01-12,Delhi,Android
360,2025-01-05,Hyderabad,Android
361,2025-01-05,Pune,Android
362,2025-01-27,Mumbai,Android
363,2025-01-23,Pune,iOS
364,2025-01-09,Pune,Android
365,2025-01-09,Pune,iOS
366,2025-01-03,Bangalore,Android
367,2025-01-19,Mumbai,Android
368,2025-01-16,Pune,Android
369,2025-01-16,Bangalore,Android
370,2025-01-03,Bangalore,Android
371,2025-01-20,Mumbai,iOS
372,2025-01-24,Mumbai,Android
373,2025-01-22,Pune,iOS
374,2025-01-24,Delhi,Android
375,2025-01-01,Hyderabad,iOS
376,2025-01-24,Delhi,iOS
377,2025-01-20,Mumbai,Android
378,2025-01-11,Pune,Android
379,2025-01-17,Delhi,Android
380,2025-01-08,Bangalore,Android
381,2025-01-04,Mumbai,Android
382,2025-01-06,Delhi,iOS
383,2025-01-08,Delhi,iOS
384,2025-01-20,Hyderabad,Android
385,2025-01-30,Hyderabad,Android
386,2025-01-03,Hyderabad,iOS
387,2025-01-16,Pune,iOS
388,2025-01-30,Delhi,Android
389,2025-01-25,Pune,iOS
390,2025-01-03,Bangalore,iOS
391,2025-01-25,Bangalore,Android
392,2025-01-29,Pune,iOS
393,2025-01-18,Delhi,Android
394,2025-01-14,Mumbai,iOS
395,2025-01-18,Mumbai,Android
396,2025-01-02,Delhi,iOS
397,2025-01-22,Delhi,Android
398,2025-01-03,Delhi,Android
399,2025-01-16,Bangalore,iOS
400,2025-01-29,Delhi,Android
401,2025-01-09,Bangalore,iOS
402,2025-01-04,Bangalore,iOS
403,2025-01-01,Bangalore,Android
404,2025-01-04,Hyderabad,Android
405,2025-01-01,Hyderabad,Android
406,2025-01-14,Pune,Android
407,2025-01-21,Pune,iOS
408,2025-01-16,Delhi,iOS
409,2025-01-20,Hyderabad,Android
410,2025-01-24,Delhi,iOS
411,2025-01-08,Delhi,Android
412,2025-01-07,Mumbai,iOS
413,2025-01-03,Pune,Android
414,2025-01-17,Mumbai,Android
415,2025-01-01,Bangalore,Android
416,2025-01-16,Bangalore,Android
417,2025-01-12,Bangalore,iOS
418,2025-01-27,Delhi,Android
419,2025-01-19,Bangalore,Android
420,2025-01-22,Pune,iOS
421,2025-01-23,Delhi,iOS
422,2025-01-22,Mumbai,Android
423,2025-01-14,Hyderabad,Android
424,2025-01-30,Pune,Android
425,2025-01-06,Hyderabad,Android
426,2025-01-06,Pune,iOS
427,2025-01-13,Bangalore,Android
428,2025-01-19,Delhi,iOS
429,2025-01-22,Hyderabad,iOS
430,2025-01-08,Mumbai,iOS
431,2025-01-27,Pune,iOS
432,2025-01-27,Delhi,Android
433,2025-01-02,Pune,Android
434,2025-01-21,Mumbai,Android
435,2025-01-30,Hyderabad,Android
436,2025-01-01,Pune,iOS
437,2025-01-28,Mumbai,Android
438,2025-01-15,Pune,iOS
439,2025-01-01,Hyderabad,iOS
440,2025-01-05,Delhi,Android
441,2025-01-28,Delhi,iOS
442,2025-01-29,Pune,iOS
443,2025-01-16,Pune,iOS
444,2025-01-19,Delhi,Android
445,2025-01-04,Bangalore,Android
446,2025-01-03,Mumbai,Android
447,2025-01-17,Bangalore,iOS
448,2025-01-17,Hyderabad,Android
449,2025-01-12,Delhi,Android
450,2025-01-28,Bangalore,iOS
451,2025-01-30,Bangalore,Android
452,2025-01-29,Mumbai,iOS
453,2025-01-14,Pune,Android
454,2025-01-21,Hyderabad,Android
455,2025-01-06,Bangalore,iOS
456,2025-01-03,Bangalore,Android
457,2025-01-28,Bangalore,Android
458,2025-01-09,Hyderabad,Android
459,2025-01-05,Hyderabad,Android
460,2025-01-24,Pune,iOS
461,2025-01-29,Hyderabad,Android
462,2025-01-17,Delhi,Android
463,2025-01-14,Hyderabad,iOS
464,2025-01-21,Mumbai,iOS
465,2025-01-03,Hyderabad,Android
466,2025-01-28,Mumbai,iOS
467,2025-01-01,Mumbai,Android
468,2025-01-20,Bangalore,Android
469,2025-01-29,Pune,iOS
470,2025-01-21,Pune,iOS
471,2025-01-23,Bangalore,iOS
472,2025-01-01,Delhi,iOS
473,2025-01-03,Hyderabad,Android
474,2025-01-18,Mumbai,Android
475,2025-01-25,Hyderabad,Android
476,2025-01-10,Pune,Android
477,2025-01-22,Delhi,iOS
478,2025-01-26,Hyderabad,iOS
479,2025-01-03,Delhi,Android
480,2025-01-08,Hyderabad,Android
481,2025-01-14,Hyderabad,Android
482,2025-01-24,Hyderabad,iOS
483,2025-01-18,Pune,iOS
484,2025-01-15,Mumbai,Android
485,2025-01-22,Bangalore,iOS
486,2025-01-23,Pune,Android
487,2025-01-02,Delhi,Android
488,2025-01-27,Mumbai,Android
489,2025-01-10,Mumbai,Android
490,2025-01-02,Mumbai,Android
491,2025-01-26,Bangalore,Android
492,2025-01-17,Hyderabad,Android
493,2025-01-08,Mumbai,iOS
494,2025-01-01,Pune,iOS
495,2025-01-09,Mumbai,Android
496,2025-01-11,Bangalore,iOS
497,2025-01-22,Pune,iOS
498,2025-01-16,Pune,Android
499,2025-01-07,Mumbai,Android
500,2025-01-29,Hyderabad,iOS
501,2025-01-10,Delhi,Android
502,2025-01-23,Pune,iOS
503,2025-01-26,Bangalore,Android
504,2025-01-03,Mumbai,Android
505,2025-01-18,Mumbai,iOS
506,2025-01-25,Hyderabad,iOS
507,2025-01-24,Delhi,iOS
508,2025-01-13,Pune,Android
509,2025-01-28,Pune,iOS
510,2025-01-26,Pune,iOS
511,2025-01-07,Pune,Android
512,2025-01-25,Hyderabad,iOS
513,2025-01-04,Delhi,iOS
514,2025-01-13,Pune,Android
515,2025-01-20,Bangalore,iOS
516,2025-01-01,Pune,iOS
517,2025-01-08,Bangalore,Android
518,2025-01-14,Hyderabad,Android
519,2025-01-16,Mumbai,iOS
520,2025-01-14,Bangalore,Android
521,2025-01-12,Hyderabad,iOS
522,2025-01-19,Delhi,iOS
523,2025-01-23,Hyderabad,Android
524,2025-01-15,Hyderabad,iOS
525,2025-01-28,Mumbai,iOS
526,2025-01-02,Delhi,iOS
527,2025-01-02,Delhi,Android
528,2025-01-23,Hyderabad,iOS
529,2025-01-22,Delhi,Android
530,2025-01-19,Hyderabad,iOS
531,2025-01-25,Mumbai,iOS
532,2025-01-26,Pune,Android
533,2025-01-30,Hyderabad,Android
534,2025-01-29,Hyderabad,Android
535,2025-01-22,Hyderabad,Android
536,2025-01-26,Hyderabad,Android
537,2025-01-26,Delhi,iOS
538,2025-01-22,Hyderabad,Android
539,2025-01-17,Bangalore,Android
540,2025-01-20,Delhi,Android
541,2025-01-10,Hyderabad,iOS
542,2025-01-06,Delhi,Android
543,2025-01-15,Mumbai,Android
544,2025-01-22,Hyderabad,iOS
545,2025-01-11,Hyderabad,iOS
546,2025-01-28,Hyderabad,Android
547,2025-01-05,Pune,iOS
548,2025-01-01,Pune,Android
549,2025-01-08,Mumbai,iOS
550,2025-01-21,Hyderabad,Android
551,2025-01-28,Bangalore,Android
552,2025-01-12,Delhi,Android
553,2025-01-12,Mumbai,iOS
554,2025-01-05,Delhi,Android
555,2025-01-07,Delhi,Android
556,2025-01-04,Delhi,iOS
557,2025-01-06,Mumbai,Android
558,2025-01-13,Bangalore,Android
559,2025-01-20,Hyderabad,iOS
560,2025-01-30,Mumbai,iOS
561,2025-01-15,Hyderabad,iOS
562,2025-01-03,Hyderabad,iOS
563,2025-01-23,Mumbai,iOS
564,2025-01-08,Bangalore,iOS
565,2025-01-20,Delhi,Android
566,2025-01-16,Bangalore,iOS
567,2025-01-13,Mumbai,iOS
568,2025-01-18,Delhi,iOS
569,2025-01-28,Hyderabad,iOS
570,2025-01-10,Pune,Android
571,2025-01-30,Mumbai,iOS
572,2025-01-19,Hyderabad,iOS
573,2025-01-17,Hyderabad,iOS
574,2025-01-24,Hyderabad,iOS
575,2025-01-19,Mumbai,iOS
576,2025-01-28,Delhi,Android
577,2025-01-26,Mumbai,iOS
578,2025-01-23,Hyderabad,iOS
579,2025-01-26,Mumbai,iOS
580,2025-01-05,Pune,Android
581,2025-01-26,Hyderabad,iOS
582,2025-01-21,Bangalore,Android
583,2025-01-30,Hyderabad,Android
584,2025-01-23,Mumbai,Android
585,2025-01-09,Hyderabad,iOS
586,2025-01-12,Delhi,iOS
587,2025-01-21,Hyderabad,iOS
588,2025-01-01,Bangalore,Android
589,2025-01-26,Pune,Android
590,2025-01-26,Pune,Android
591,2025-01-01,Pune,iOS
592,2025-01-15,Mumbai,iOS
593,2025-01-02,Delhi,iOS
594,2025-01-30,Pune,Android
595,2025-01-22,Hyderabad,Android
596,2025-01-16,Pune,Android
597,2025-01-25,Hyderabad,iOS
598,2025-01-08,Mumbai,Android
599,2025-01-13,Bangalore,Android
600,2025-01-21,Pune,iOS
601,2025-01-01,Pune,iOS
602,2025-01-16,Hyderabad,Android
603,2025-01-29,Bangalore,iOS
604,2025-01-07,Hyderabad,iOS
605,2025-01-05,Hyderabad,Android
606,2025-01-22,Mumbai,Android
607,2025-01-29,Hyderabad,Android
608,2025-01-23,Delhi,Android
609,2025-01-03,Bangalore,Android
610,2025-01-12,Bangalore,Android
611,2025-01-26,Hyderabad,iOS
612,2025-01-16,Delhi,iOS
613,2025-01-19,Mumbai,Android
614,2025-01-05,Delhi,Android
615,2025-01-22,Pune,Android
616,2025-01-25,Delhi,Android
617,2025-01-29,Bangalore,Android
618,2025-01-14,Delhi,iOS
619,2025-01-28,Delhi,Android
620,2025-01-05,Bangalore,iOS
621,2025-01-15,Bangalore,iOS
622,2025-01-17,Pune,Android
623,2025-01-30,Mumbai,Android
624,2025-01-14,Bangalore,Android
625,2025-01-30,Bangalore,iOS
626,2025-01-20,Hyderabad,iOS
627,2025-01-05,Bangalore,Android
628,2025-01-12,Bangalore,iOS
629,2025-01-16,Bangalore,iOS
630,2025-01-26,Pune,iOS
631,2025-01-26,Hyderabad,Android
632,2025-01-16,Delhi,iOS
633,2025-01-21,Mumbai,Android
634,2025-01-07,Mumbai,iOS
635,2025-01-04,Mumbai,Android
636,2025-01-01,Pune,iOS
637,2025-01-30,Delhi,Android
638,2025-01-30,Mumbai,iOS
639,2025-01-05,Delhi,iOS
640,2025-01-23,Delhi,iOS
641,2025-01-26,Pune,Android
642,2025-01-10,Mumbai,Android
643,2025-01-22,Mumbai,Android
644,2025-01-05,Hyderabad,Android
645,2025-01-04,Hyderabad,Android
646,2025-01-02,Delhi,iOS
647,2025-01-20,Mumbai,Android
648,2025-01-10,Pune,iOS
649,2025-01-26,Hyderabad,Android
650,2025-01-19,Pune,Android
651,2025-01-26,Pune,Android
652,2025-01-01,Bangalore,iOS
653,2025-01-24,Pune,Android
654,2025-01-05,Pune,iOS
655,2025-01-13,Mumbai,iOS
656,2025-01-04,Bangalore,iOS
657,2025-01-16,Pune,iOS
658,2025-01-24,Mumbai,Android
659,2025-01-16,Hyderabad,Android
660,2025-01-23,Pune,iOS
661,2025-01-02,Pune,Android
662,2025-01-17,Hyderabad,Android
663,2025-01-28,Pune,Android
664,2025-01-27,Hyderabad,iOS
665,2025-01-20,Mumbai,iOS
666,2025-01-24,Hyderabad,Android
667,2025-01-12,Mumbai,Android
668,2025-01-18,Hyderabad,Android
669,2025-01-03,Hyderabad,iOS
670,2025-01-28,Bangalore,iOS
671,2025-01-01,Mumbai,Android
672,2025-01-01,Hyderabad,iOS
673,2025-01-29,Mumbai,Android
674,2025-01-19,Delhi,Android
675,2025-01-11,Pune,iOS
676,2025-01-05,Delhi,Android
677,2025-01-12,Pune,iOS
678,2025-01-03,Hyderabad,Android
679,2025-01-01,Delhi,Android
680,2025-01-01,Hyderabad,iOS
681,2025-01-08,Pune,Android
682,2025-01-10,Hyderabad,iOS
683,2025-01-11,Bangalore,iOS
684,2025-01-12,Pune,Android
685,2025-01-29,Hyderabad,iOS
686,2025-01-13,Bangalore,Android
687,2025-01-12,Hyderabad,iOS
688,2025-01-14,Bangalore,iOS
689,2025-01-02,Mumbai,iOS
690,2025-01-29,Bangalore,iOS
691,2025-01-19,Delhi,iOS
692,2025-01-18,Mumbai,iOS
693,2025-01-03,Pune,Android
694,2025-01-23,Pune,iOS
695,2025-01-17,Bangalore,Android
696,2025-01-26,Bangalore,Android
697,2025-01-08,Delhi,iOS
698,2025-01-29,Delhi,Android
699,2025-01-26,Mumbai,iOS
700,2025-01-10,Bangalore,Android
701,2025-01-26,Pune,iOS
702,2025-01-30,Pune,iOS
703,2025-01-02,Mumbai,Android
704,2025-01-19,Delhi,iOS
705,2025-01-09,Hyderabad,iOS
706,2025-01-07,Delhi,Android
707,2025-01-04,Pune,iOS
708,2025-01-26,Mumbai,Android
709,2025-01-21,Mumbai,iOS
710,2025-01-18,Delhi,Android
711,2025-01-13,Hyderabad,iOS
712,2025-01-11,Pune,iOS
713,2025-01-29,Mumbai,iOS
714,2025-01-24,Delhi,iOS
715,2025-01-04,Bangalore,iOS
716,2025-01-25,Delhi,Android
717,2025-01-21,Hyderabad,iOS
718,2025-01-29,Mumbai,Android
719,2025-01-25,Delhi,Android
720,2025-01-04,Mumbai,Android
721,2025-01-10,Delhi,Android
722,2025-01-05,Mumbai,iOS
723,2025-01-09,Pune,Android
724,2025-01-24,Pune,iOS
725,2025-01-03,Mumbai,iOS
726,2025-01-17,Bangalore,Android
727,2025-01-03,Hyderabad,iOS
728,2025-01-16,Hyderabad,iOS
729,2025-01-04,Hyderabad,Android
730,2025-01-18,Mumbai,Android
731,2025-01-17,Hyderabad,iOS
732,2025-01-07,Delhi,Android
733,2025-01-24,Pune,iOS
734,2025-01-23,Hyderabad,iOS
735,2025-01-30,Mumbai,Android
736,2025-01-05,Delhi,Android
737,2025-01-12,Pune,Android
738,2025-01-17,Hyderabad,iOS
739,2025-01-23,Bangalore,iOS
740,2025-01-13,Hyderabad,Android
741,2025-01-23,Hyderabad,iOS
742,2025-01-25,Hyderabad,Android
743,2025-01-03,Hyderabad,Android
744,2025-01-09,Delhi,Android
745,2025-01-30,Mumbai,iOS
746,2025-01-17,Bangalore,iOS
747,2025-01-17,Delhi,Android
748,2025-01-30,Mumbai,iOS
749,2025-01-20,Pune,Android
750,2025-01-16,Pune,iOS
751,2025-01-25,Pune,Android
752,2025-01-22,Mumbai,Android
753,2025-01-13,Pune,iOS
754,2025-01-27,Delhi,iOS
755,2025-01-19,Bangalore,iOS
756,2025-01-17,Pune,iOS
757,2025-01-04,Delhi,Android
758,2025-01-12,Pune,Android
759,2025-01-29,Mumbai,iOS
760,2025-01-09,Mumbai,iOS
761,2025-01-19,Pune,Android
762,2025-01-12,Bangalore,Android
763,2025-01-09,Delhi,iOS
764,2025-01-07,Pune,iOS
765,2025-01-28,Pune,iOS
766,2025-01-14,Hyderabad,Android
767,2025-01-20,Bangalore,iOS
768,2025-01-19,Hyderabad,iOS
769,2025-01-26,Delhi,Android
770,2025-01-15,Pune,iOS
771,2025-01-16,Bangalore,Android
772,2025-01-21,Mumbai,iOS
773,2025-01-05,Bangalore,Android
774,2025-01-03,Delhi,iOS
